periodo,tipo,subtipo,barrio,total,comuna
04/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,1,9
04/2020,Hurto (sin violencia),Hurto Automotor,Nuñez,1,13
04/2020,Hurto (sin violencia),Hurto Automotor,Palermo,4,14
04/2020,Hurto (sin violencia),Hurto Automotor,Parque Patricios,1,4
04/2020,Hurto (sin violencia),Hurto Automotor,Paternal,1,15
04/2020,Hurto (sin violencia),Hurto Automotor,Recoleta,1,2
04/2020,Hurto (sin violencia),Hurto Automotor,Saavedra,1,12
04/2020,Hurto (sin violencia),Hurto Automotor,San Cristóbal,2,3
04/2020,Hurto (sin violencia),Hurto Automotor,Vélez Sársfield,2,10
04/2020,Hurto (sin violencia),Hurto Automotor,Villa Crespo,3,15
04/2020,Hurto (sin violencia),Hurto Automotor,Villa Del Parque,2,11
04/2020,Hurto (sin violencia),Hurto Automotor,Villa Devoto,2,11
04/2020,Hurto (sin violencia),Hurto Automotor,Villa Gral. Mitre,1,11
04/2020,Hurto (sin violencia),Hurto Automotor,Villa Lugano,6,8
04/2020,Hurto (sin violencia),Hurto Automotor,Villa Ortuzar,1,15
04/2020,Hurto (sin violencia),Hurto Automotor,Villa Urquiza,1,12
04/2020,Lesiones,Siniestro Vial,,11,NA
04/2020,Lesiones,Siniestro Vial,Agronomía,1,15
04/2020,Lesiones,Siniestro Vial,Almagro,9,5
04/2020,Lesiones,Siniestro Vial,Balvanera,13,3
04/2020,Lesiones,Siniestro Vial,Barracas,8,4
04/2020,Lesiones,Siniestro Vial,Belgrano,10,13
04/2020,Lesiones,Siniestro Vial,Boca,2,4
04/2020,Lesiones,Siniestro Vial,Boedo,3,5
04/2020,Lesiones,Siniestro Vial,Caballito,9,6
04/2020,Lesiones,Siniestro Vial,Chacarita,1,15
04/2020,Lesiones,Siniestro Vial,Coghlan,1,12
04/2020,Lesiones,Siniestro Vial,Constitución,9,1
04/2020,Lesiones,Siniestro Vial,Flores,9,7
04/2020,Lesiones,Siniestro Vial,Floresta,2,10
04/2020,Lesiones,Siniestro Vial,Liniers,5,9
04/2020,Lesiones,Siniestro Vial,Mataderos,5,9
04/2020,Lesiones,Siniestro Vial,Monserrat,3,1
04/2020,Lesiones,Siniestro Vial,Monte Castro,4,10
04/2020,Lesiones,Siniestro Vial,Nueva Pompeya,8,4
04/2020,Lesiones,Siniestro Vial,Nuñez,4,13
04/2020,Lesiones,Siniestro Vial,Palermo,11,14
04/2020,Lesiones,Siniestro Vial,Parque Avellaneda,4,9
04/2020,Lesiones,Siniestro Vial,Parque Chacabuco,4,7
04/2020,Lesiones,Siniestro Vial,Parque Chas,1,15
04/2020,Lesiones,Siniestro Vial,Parque Patricios,3,4
04/2020,Lesiones,Siniestro Vial,Paternal,2,15
04/2020,Lesiones,Siniestro Vial,Recoleta,5,2
04/2020,Lesiones,Siniestro Vial,Retiro,3,1
04/2020,Lesiones,Siniestro Vial,Saavedra,5,12
04/2020,Lesiones,Siniestro Vial,San Cristóbal,1,3
04/2020,Lesiones,Siniestro Vial,San Nicolás,4,1
04/2020,Lesiones,Siniestro Vial,Versalles,2,10
04/2020,Lesiones,Siniestro Vial,Villa Crespo,8,15
04/2020,Lesiones,Siniestro Vial,Villa Del Parque,5,11
04/2020,Lesiones,Siniestro Vial,Villa Devoto,4,11
04/2020,Lesiones,Siniestro Vial,Villa Gral. Mitre,5,11
04/2020,Lesiones,Siniestro Vial,Villa Lugano,9,8
04/2020,Lesiones,Siniestro Vial,Villa Luro,2,10
04/2020,Lesiones,Siniestro Vial,Villa Ortuzar,2,15
04/2020,Lesiones,Siniestro Vial,Villa Pueyrredón,3,12
04/2020,Lesiones,Siniestro Vial,Villa Real,1,10
04/2020,Lesiones,Siniestro Vial,Villa Riachuelo,2,8
04/2020,Lesiones,Siniestro Vial,Villa Santa Rita,3,11
04/2020,Lesiones,Siniestro Vial,Villa Urquiza,5,12
04/2020,Robo (con violencia),,,6,NA
04/2020,Robo (con violencia),,Agronomía,2,15
04/2020,Robo (con violencia),,Almagro,34,5
04/2020,Robo (con violencia),,Balvanera,58,3
04/2020,Robo (con violencia),,Barracas,60,4
04/2020,Robo (con violencia),,Belgrano,15,13
04/2020,Robo (con violencia),,Boca,25,4
04/2020,Robo (con violencia),,Boedo,20,5
04/2020,Robo (con violencia),,Caballito,36,6
04/2020,Robo (con violencia),,Chacarita,22,15
04/2020,Robo (con violencia),,Coghlan,2,12
04/2020,Robo (con violencia),,Colegiales,4,13
04/2020,Robo (con violencia),,Constitución,28,1
04/2020,Robo (con violencia),,Flores,67,7
04/2020,Robo (con violencia),,Floresta,10,10
04/2020,Robo (con violencia),,Liniers,3,9
04/2020,Robo (con violencia),,Mataderos,21,9
04/2020,Robo (con violencia),,Monserrat,18,1
04/2020,Robo (con violencia),,Monte Castro,2,10
04/2020,Robo (con violencia),,Nueva Pompeya,57,4
04/2020,Robo (con violencia),,Nuñez,6,13
04/2020,Robo (con violencia),,Palermo,68,14
04/2020,Robo (con violencia),,Parque Avellaneda,18,9
04/2020,Robo (con violencia),,Parque Chacabuco,41,7
04/2020,Robo (con violencia),,Parque Chas,1,15
04/2020,Robo (con violencia),,Parque Patricios,32,4
04/2020,Robo (con violencia),,Paternal,3,15
04/2020,Robo (con violencia),,Recoleta,52,2
04/2020,Robo (con violencia),,Retiro,50,1
04/2020,Robo (con violencia),,Saavedra,12,12
04/2020,Robo (con violencia),,San Cristóbal,15,3
04/2020,Robo (con violencia),,San Nicolás,23,1
04/2020,Robo (con violencia),,San Telmo,9,1
04/2020,Robo (con violencia),,Vélez Sársfield,3,10
04/2020,Robo (con violencia),,Versalles,1,10
04/2020,Robo (con violencia),,Villa Crespo,30,15
04/2020,Robo (con violencia),,Villa Del Parque,10,11
04/2020,Robo (con violencia),,Villa Devoto,8,11
04/2020,Robo (con violencia),,Villa Gral. Mitre,5,11
04/2020,Robo (con violencia),,Villa Lugano,47,8
04/2020,Robo (con violencia),,Villa Luro,7,10
04/2020,Robo (con violencia),,Villa Ortuzar,2,15
04/2020,Robo (con violencia),,Villa Riachuelo,6,8
04/2020,Robo (con violencia),,Villa Santa Rita,4,11
04/2020,Robo (con violencia),,Villa Soldati,36,8
04/2020,Robo (con violencia),,Villa Urquiza,8,12
04/2020,Robo (con violencia),Con uso de moto,Almagro,2,5
04/2020,Robo (con violencia),Con uso de moto,Balvanera,8,3
04/2020,Robo (con violencia),Con uso de moto,Barracas,2,4
04/2020,Robo (con violencia),Con uso de moto,Belgrano,3,13
04/2020,Robo (con violencia),Con uso de moto,Boca,2,4
04/2020,Robo (con violencia),Con uso de moto,Boedo,1,5
04/2020,Robo (con violencia),Con uso de moto,Caballito,5,6
04/2020,Robo (con violencia),Con uso de moto,Chacarita,3,15
04/2020,Robo (con violencia),Con uso de moto,Colegiales,2,13
04/2020,Robo (con violencia),Con uso de moto,Constitución,1,1
04/2020,Robo (con violencia),Con uso de moto,Flores,6,7
04/2020,Robo (con violencia),Con uso de moto,Floresta,2,10
04/2020,Robo (con violencia),Con uso de moto,Liniers,4,9
04/2020,Robo (con violencia),Con uso de moto,Mataderos,3,9
04/2020,Robo (con violencia),Con uso de moto,Monserrat,2,1
04/2020,Robo (con violencia),Con uso de moto,Monte Castro,1,10
04/2020,Robo (con violencia),Con uso de moto,Nueva Pompeya,4,4
04/2020,Robo (con violencia),Con uso de moto,Nuñez,1,13
04/2020,Robo (con violencia),Con uso de moto,Parque Avellaneda,1,9
04/2020,Robo (con violencia),Con uso de moto,Parque Chacabuco,2,7
04/2020,Robo (con violencia),Con uso de moto,Parque Patricios,3,4
04/2020,Robo (con violencia),Con uso de moto,Paternal,1,15
04/2020,Robo (con violencia),Con uso de moto,Recoleta,3,2
04/2020,Robo (con violencia),Con uso de moto,Retiro,1,1
04/2020,Robo (con violencia),Con uso de moto,San Cristóbal,4,3
04/2020,Robo (con violencia),Con uso de moto,San Nicolás,1,1
04/2020,Robo (con violencia),Con uso de moto,Vélez Sársfield,1,10
04/2020,Robo (con violencia),Con uso de moto,Versalles,1,10
04/2020,Robo (con violencia),Con uso de moto,Villa Crespo,2,15
04/2020,Robo (con violencia),Con uso de moto,Villa Del Parque,2,11
04/2020,Robo (con violencia),Con uso de moto,Villa Gral. Mitre,2,11
04/2020,Robo (con violencia),Con uso de moto,Villa Lugano,2,8
04/2020,Robo (con violencia),Con uso de moto,Villa Luro,2,10
04/2020,Robo (con violencia),Con uso de moto,Villa Pueyrredón,1,12
04/2020,Robo (con violencia),Con uso de moto,Villa Santa Rita,4,11
04/2020,Robo (con violencia),Con uso de moto,Villa Urquiza,1,12
04/2020,Robo (con violencia),Robo Automotor,Boca,1,4
04/2020,Robo (con violencia),Robo Automotor,Constitución,1,1
04/2020,Robo (con violencia),Robo Automotor,Nueva Pompeya,1,4
04/2020,Robo (con violencia),Robo Automotor,Parque Patricios,1,4
04/2020,Robo (con violencia),Robo Automotor,Paternal,1,15
04/2020,Robo (con violencia),Robo Automotor,Villa Soldati,1,8
05/2020,Homicidio,Doloso,Barracas,2,4
05/2020,Homicidio,Doloso,Caballito,1,6
05/2020,Homicidio,Doloso,Constitución,3,1
05/2020,Homicidio,Doloso,Parque Avellaneda,1,9
05/2020,Homicidio,Doloso,Retiro,1,1
05/2020,Homicidio,Doloso,Villa Soldati,1,8
05/2020,Homicidio,Femicidio,Almagro,1,5
05/2020,Homicidio,Siniestro Vial,Balvanera,1,3
05/2020,Homicidio,Siniestro Vial,Belgrano,1,13
05/2020,Homicidio,Siniestro Vial,Villa Crespo,1,15
05/2020,Homicidio,Siniestro Vial,Villa Lugano,1,8
05/2020,Hurto (sin violencia),,,6,NA
05/2020,Hurto (sin violencia),,Agronomía,3,15
05/2020,Hurto (sin violencia),,Almagro,36,5
05/2020,Hurto (sin violencia),,Balvanera,61,3
05/2020,Hurto (sin violencia),,Barracas,32,4
05/2020,Hurto (sin violencia),,Belgrano,29,13
05/2020,Hurto (sin violencia),,Boca,16,4
05/2020,Hurto (sin violencia),,Boedo,27,5
05/2020,Hurto (sin violencia),,Caballito,53,6
05/2020,Hurto (sin violencia),,Chacarita,15,15
05/2020,Hurto (sin violencia),,Coghlan,5,12
05/2020,Hurto (sin violencia),,Colegiales,11,13
05/2020,Hurto (sin violencia),,Constitución,22,1
05/2020,Hurto (sin violencia),,Flores,38,7
05/2020,Hurto (sin violencia),,Floresta,7,10
05/2020,Hurto (sin violencia),,Liniers,11,9
05/2020,Hurto (sin violencia),,Mataderos,17,9
05/2020,Hurto (sin violencia),,Monserrat,23,1
05/2020,Hurto (sin violencia),,Monte Castro,5,10
05/2020,Hurto (sin violencia),,Nueva Pompeya,23,4
05/2020,Hurto (sin violencia),,Nuñez,10,13
05/2020,Hurto (sin violencia),,Palermo,54,14
05/2020,Hurto (sin violencia),,Parque Avellaneda,20,9
05/2020,Hurto (sin violencia),,Parque Chacabuco,22,7
05/2020,Hurto (sin violencia),,Parque Chas,3,15
05/2020,Hurto (sin violencia),,Parque Patricios,35,4
05/2020,Hurto (sin violencia),,Paternal,12,15
05/2020,Hurto (sin violencia),,Recoleta,48,2
05/2020,Hurto (sin violencia),,Retiro,17,1
05/2020,Hurto (sin violencia),,Saavedra,12,12
05/2020,Hurto (sin violencia),,San Cristóbal,28,3
05/2020,Hurto (sin violencia),,San Nicolás,16,1
05/2020,Hurto (sin violencia),,San Telmo,7,1
05/2020,Hurto (sin violencia),,Vélez Sársfield,11,10
05/2020,Hurto (sin violencia),,Versalles,6,10
05/2020,Hurto (sin violencia),,Villa Crespo,22,15
05/2020,Hurto (sin violencia),,Villa Del Parque,15,11
05/2020,Hurto (sin violencia),,Villa Devoto,18,11
05/2020,Hurto (sin violencia),,Villa Gral. Mitre,11,11
05/2020,Hurto (sin violencia),,Villa Lugano,45,8
05/2020,Hurto (sin violencia),,Villa Luro,11,10
05/2020,Hurto (sin violencia),,Villa Ortuzar,7,15
05/2020,Hurto (sin violencia),,Villa Pueyrredón,3,12
05/2020,Hurto (sin violencia),,Villa Real,4,10
05/2020,Hurto (sin violencia),,Villa Riachuelo,3,8
05/2020,Hurto (sin violencia),,Villa Santa Rita,13,11
05/2020,Hurto (sin violencia),,Villa Soldati,26,8
05/2020,Hurto (sin violencia),,Villa Urquiza,14,12
05/2020,Hurto (sin violencia),Hurto Automotor,Almagro,6,5
05/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,3,3
05/2020,Hurto (sin violencia),Hurto Automotor,Barracas,3,4
05/2020,Hurto (sin violencia),Hurto Automotor,Belgrano,4,13
05/2020,Hurto (sin violencia),Hurto Automotor,Boca,1,4
05/2020,Hurto (sin violencia),Hurto Automotor,Boedo,2,5
05/2020,Hurto (sin violencia),Hurto Automotor,Caballito,8,6
05/2020,Hurto (sin violencia),Hurto Automotor,Chacarita,2,15
05/2020,Hurto (sin violencia),Hurto Automotor,Coghlan,1,12
05/2020,Hurto (sin violencia),Hurto Automotor,Flores,9,7
05/2020,Hurto (sin violencia),Hurto Automotor,Liniers,2,9
05/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,6,9
05/2020,Hurto (sin violencia),Hurto Automotor,Monserrat,1,1
05/2020,Hurto (sin violencia),Hurto Automotor,Monte Castro,2,10
05/2020,Hurto (sin violencia),Hurto Automotor,Nueva Pompeya,3,4
05/2020,Hurto (sin violencia),Hurto Automotor,Nuñez,2,13
05/2020,Hurto (sin violencia),Hurto Automotor,Palermo,2,14
05/2020,Hurto (sin violencia),Hurto Automotor,Parque Avellaneda,3,9
05/2020,Hurto (sin violencia),Hurto Automotor,Parque Chacabuco,4,7
05/2020,Hurto (sin violencia),Hurto Automotor,Parque Chas,1,15
05/2020,Hurto (sin violencia),Hurto Automotor,Parque Patricios,4,4
05/2020,Hurto (sin violencia),Hurto Automotor,Paternal,1,15
05/2020,Hurto (sin violencia),Hurto Automotor,Recoleta,2,2
05/2020,Hurto (sin violencia),Hurto Automotor,Retiro,1,1
05/2020,Hurto (sin violencia),Hurto Automotor,Saavedra,1,12
05/2020,Hurto (sin violencia),Hurto Automotor,San Cristóbal,4,3
05/2020,Hurto (sin violencia),Hurto Automotor,San Nicolás,1,1
05/2020,Hurto (sin violencia),Hurto Automotor,San Telmo,1,1
05/2020,Hurto (sin violencia),Hurto Automotor,Vélez Sársfield,4,10
05/2020,Hurto (sin violencia),Hurto Automotor,Versalles,1,10
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Crespo,4,15
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Del Parque,2,11
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Devoto,1,11
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Gral. Mitre,1,11
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Lugano,9,8
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Luro,1,10
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Ortuzar,1,15
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Pueyrredón,4,12
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Riachuelo,1,8
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Santa Rita,2,11
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Soldati,4,8
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Urquiza,1,12
05/2020,Lesiones,Siniestro Vial,,23,NA
05/2020,Lesiones,Siniestro Vial,Agronomía,2,15
05/2020,Lesiones,Siniestro Vial,Almagro,12,5
05/2020,Lesiones,Siniestro Vial,Balvanera,16,3
05/2020,Lesiones,Siniestro Vial,Barracas,10,4
05/2020,Lesiones,Siniestro Vial,Belgrano,16,13
05/2020,Lesiones,Siniestro Vial,Boca,2,4
05/2020,Lesiones,Siniestro Vial,Boedo,4,5
05/2020,Lesiones,Siniestro Vial,Caballito,20,6
05/2020,Lesiones,Siniestro Vial,Chacarita,8,15
05/2020,Lesiones,Siniestro Vial,Coghlan,1,12
05/2020,Lesiones,Siniestro Vial,Colegiales,1,13
05/2020,Lesiones,Siniestro Vial,Constitución,9,1
05/2020,Lesiones,Siniestro Vial,Flores,23,7
05/2020,Lesiones,Siniestro Vial,Floresta,5,10
05/2020,Lesiones,Siniestro Vial,Liniers,4,9
05/2020,Lesiones,Siniestro Vial,Mataderos,7,9
05/2020,Lesiones,Siniestro Vial,Monserrat,5,1
05/2020,Lesiones,Siniestro Vial,Monte Castro,3,10
05/2020,Lesiones,Siniestro Vial,Nueva Pompeya,10,4
05/2020,Lesiones,Siniestro Vial,Nuñez,4,13
05/2020,Lesiones,Siniestro Vial,Palermo,18,14
05/2020,Lesiones,Siniestro Vial,Parque Avellaneda,4,9
05/2020,Lesiones,Siniestro Vial,Parque Chacabuco,5,7
05/2020,Lesiones,Siniestro Vial,Parque Chas,3,15
05/2020,Lesiones,Siniestro Vial,Parque Patricios,2,4
05/2020,Lesiones,Siniestro Vial,Paternal,3,15
05/2020,Lesiones,Siniestro Vial,Puerto Madero,1,1
05/2020,Lesiones,Siniestro Vial,Recoleta,15,2
05/2020,Lesiones,Siniestro Vial,Retiro,13,1
05/2020,Lesiones,Siniestro Vial,Saavedra,3,12
05/2020,Lesiones,Siniestro Vial,San Cristóbal,10,3
05/2020,Lesiones,Siniestro Vial,San Nicolás,4,1
05/2020,Lesiones,Siniestro Vial,San Telmo,4,1
05/2020,Lesiones,Siniestro Vial,Versalles,4,10
05/2020,Lesiones,Siniestro Vial,Villa Crespo,13,15
05/2020,Lesiones,Siniestro Vial,Villa Del Parque,4,11
05/2020,Lesiones,Siniestro Vial,Villa Devoto,8,11
05/2020,Lesiones,Siniestro Vial,Villa Gral. Mitre,5,11
05/2020,Lesiones,Siniestro Vial,Villa Lugano,7,8
05/2020,Lesiones,Siniestro Vial,Villa Luro,4,10
05/2020,Lesiones,Siniestro Vial,Villa Ortuzar,1,15
05/2020,Lesiones,Siniestro Vial,Villa Pueyrredón,3,12
05/2020,Lesiones,Siniestro Vial,Villa Real,3,10
05/2020,Lesiones,Siniestro Vial,Villa Riachuelo,2,8
05/2020,Lesiones,Siniestro Vial,Villa Santa Rita,3,11
05/2020,Lesiones,Siniestro Vial,Villa Soldati,2,8
05/2020,Lesiones,Siniestro Vial,Villa Urquiza,6,12
05/2020,Robo (con violencia),,,4,NA
05/2020,Robo (con violencia),,Agronomía,2,15
05/2020,Robo (con violencia),,Almagro,46,5
05/2020,Robo (con violencia),,Balvanera,81,3
05/2020,Robo (con violencia),,Barracas,120,4
05/2020,Robo (con violencia),,Belgrano,46,13
05/2020,Robo (con violencia),,Boca,36,4
05/2020,Robo (con violencia),,Boedo,37,5
05/2020,Robo (con violencia),,Caballito,55,6
05/2020,Robo (con violencia),,Chacarita,22,15
05/2020,Robo (con violencia),,Coghlan,2,12
05/2020,Robo (con violencia),,Colegiales,13,13
05/2020,Robo (con violencia),,Constitución,52,1
05/2020,Robo (con violencia),,Flores,78,7
05/2020,Robo (con violencia),,Floresta,18,10
05/2020,Robo (con violencia),,Liniers,18,9
05/2020,Robo (con violencia),,Mataderos,46,9
05/2020,Robo (con violencia),,Monserrat,24,1
05/2020,Robo (con violencia),,Monte Castro,7,10
05/2020,Robo (con violencia),,Nueva Pompeya,64,4
05/2020,Robo (con violencia),,Nuñez,19,13
05/2020,Robo (con violencia),,Palermo,99,14
05/2020,Robo (con violencia),,Parque Avellaneda,30,9
05/2020,Robo (con violencia),,Parque Chacabuco,42,7
05/2020,Robo (con violencia),,Parque Chas,1,15
05/2020,Robo (con violencia),,Parque Patricios,52,4
05/2020,Robo (con violencia),,Paternal,6,15
05/2020,Robo (con violencia),,Puerto Madero,1,1
05/2020,Robo (con violencia),,Recoleta,94,2
05/2020,Robo (con violencia),,Retiro,41,1
05/2020,Robo (con violencia),,Saavedra,16,12
05/2020,Robo (con violencia),,San Cristóbal,30,3
05/2020,Robo (con violencia),,San Nicolás,39,1
05/2020,Robo (con violencia),,San Telmo,16,1
05/2020,Robo (con violencia),,Vélez Sársfield,5,10
05/2020,Robo (con violencia),,Versalles,2,10
05/2020,Robo (con violencia),,Villa Crespo,48,15
05/2020,Robo (con violencia),,Villa Del Parque,14,11
05/2020,Robo (con violencia),,Villa Devoto,4,11
05/2020,Robo (con violencia),,Villa Gral. Mitre,12,11
05/2020,Robo (con violencia),,Villa Lugano,69,8
05/2020,Robo (con violencia),,Villa Luro,17,10
05/2020,Robo (con violencia),,Villa Ortuzar,3,15
05/2020,Robo (con violencia),,Villa Pueyrredón,8,12
05/2020,Robo (con violencia),,Villa Real,3,10
05/2020,Robo (con violencia),,Villa Riachuelo,5,8
05/2020,Robo (con violencia),,Villa Santa Rita,11,11
05/2020,Robo (con violencia),,Villa Soldati,57,8
05/2020,Robo (con violencia),,Villa Urquiza,19,12
05/2020,Robo (con violencia),Con uso de moto,,1,NA
05/2020,Robo (con violencia),Con uso de moto,Almagro,8,5
05/2020,Robo (con violencia),Con uso de moto,Balvanera,8,3
05/2020,Robo (con violencia),Con uso de moto,Barracas,6,4
05/2020,Robo (con violencia),Con uso de moto,Belgrano,5,13
05/2020,Robo (con violencia),Con uso de moto,Boca,2,4
05/2020,Robo (con violencia),Con uso de moto,Boedo,6,5
05/2020,Robo (con violencia),Con uso de moto,Caballito,12,6
05/2020,Robo (con violencia),Con uso de moto,Coghlan,1,12
05/2020,Robo (con violencia),Con uso de moto,Colegiales,4,13
05/2020,Robo (con violencia),Con uso de moto,Constitución,8,1
05/2020,Robo (con violencia),Con uso de moto,Flores,6,7
05/2020,Robo (con violencia),Con uso de moto,Liniers,4,9
05/2020,Robo (con violencia),Con uso de moto,Mataderos,5,9
05/2020,Robo (con violencia),Con uso de moto,Monserrat,1,1
05/2020,Robo (con violencia),Con uso de moto,Monte Castro,1,10
05/2020,Robo (con violencia),Con uso de moto,Nueva Pompeya,8,4
05/2020,Robo (con violencia),Con uso de moto,Nuñez,4,13
05/2020,Robo (con violencia),Con uso de moto,Palermo,9,14
05/2020,Robo (con violencia),Con uso de moto,Parque Avellaneda,3,9
05/2020,Robo (con violencia),Con uso de moto,Parque Chacabuco,7,7
05/2020,Robo (con violencia),Con uso de moto,Parque Chas,1,15
05/2020,Robo (con violencia),Con uso de moto,Parque Patricios,12,4
05/2020,Robo (con violencia),Con uso de moto,Paternal,3,15
05/2020,Robo (con violencia),Con uso de moto,Recoleta,3,2
05/2020,Robo (con violencia),Con uso de moto,Retiro,1,1
05/2020,Robo (con violencia),Con uso de moto,Saavedra,4,12
05/2020,Robo (con violencia),Con uso de moto,San Cristóbal,8,3
05/2020,Robo (con violencia),Con uso de moto,San Nicolás,3,1
05/2020,Robo (con violencia),Con uso de moto,San Telmo,2,1
05/2020,Robo (con violencia),Con uso de moto,Villa Crespo,4,15
05/2020,Robo (con violencia),Con uso de moto,Villa Devoto,1,11
05/2020,Robo (con violencia),Con uso de moto,Villa Gral. Mitre,3,11
05/2020,Robo (con violencia),Con uso de moto,Villa Lugano,5,8
05/2020,Robo (con violencia),Con uso de moto,Villa Luro,1,10
05/2020,Robo (con violencia),Con uso de moto,Villa Santa Rita,5,11
05/2020,Robo (con violencia),Con uso de moto,Villa Soldati,4,8
05/2020,Robo (con violencia),Con uso de moto,Villa Urquiza,4,12
05/2020,Robo (con violencia),Robo Automotor,Barracas,2,4
05/2020,Robo (con violencia),Robo Automotor,Flores,4,7
05/2020,Robo (con violencia),Robo Automotor,Floresta,1,10
05/2020,Robo (con violencia),Robo Automotor,Liniers,1,9
05/2020,Robo (con violencia),Robo Automotor,Mataderos,1,9
05/2020,Robo (con violencia),Robo Automotor,Villa Lugano,2,8
05/2020,Robo (con violencia),Robo Automotor,Villa Luro,1,10
05/2020,Robo (con violencia),Robo Automotor,Villa Riachuelo,1,8
05/2020,Robo (con violencia),Robo Automotor,Villa Soldati,3,8
06/2020,Homicidio,Doloso,Constitución,1,1
06/2020,Homicidio,Doloso,Flores,1,7
06/2020,Homicidio,Doloso,Palermo,1,14
06/2020,Homicidio,Doloso,Paternal,1,15
06/2020,Homicidio,Doloso,Villa Lugano,1,8
06/2020,Homicidio,Femicidio,Villa Soldati,1,8
06/2020,Homicidio,Siniestro Vial,Caballito,1,6
06/2020,Homicidio,Siniestro Vial,Liniers,1,9
06/2020,Homicidio,Siniestro Vial,Mataderos,1,9
06/2020,Hurto (sin violencia),,,4,NA
06/2020,Hurto (sin violencia),,Agronomía,7,15
06/2020,Hurto (sin violencia),,Almagro,58,5
06/2020,Hurto (sin violencia),,Balvanera,107,3
06/2020,Hurto (sin violencia),,Barracas,27,4
06/2020,Hurto (sin violencia),,Belgrano,38,13
06/2020,Hurto (sin violencia),,Boca,16,4
06/2020,Hurto (sin violencia),,Boedo,19,5
06/2020,Hurto (sin violencia),,Caballito,76,6
06/2020,Hurto (sin violencia),,Chacarita,10,15
06/2020,Hurto (sin violencia),,Coghlan,3,12
06/2020,Hurto (sin violencia),,Colegiales,18,13
06/2020,Hurto (sin violencia),,Constitución,23,1
06/2020,Hurto (sin violencia),,Flores,48,7
06/2020,Hurto (sin violencia),,Floresta,19,10
06/2020,Hurto (sin violencia),,Liniers,21,9
06/2020,Hurto (sin violencia),,Mataderos,36,9
06/2020,Hurto (sin violencia),,Monserrat,25,1
06/2020,Hurto (sin violencia),,Monte Castro,14,10
06/2020,Hurto (sin violencia),,Nueva Pompeya,29,4
06/2020,Hurto (sin violencia),,Nuñez,27,13
06/2020,Hurto (sin violencia),,Palermo,85,14
06/2020,Hurto (sin violencia),,Parque Avellaneda,12,9
06/2020,Hurto (sin violencia),,Parque Chacabuco,15,7
06/2020,Hurto (sin violencia),,Parque Chas,7,15
06/2020,Hurto (sin violencia),,Parque Patricios,44,4
06/2020,Hurto (sin violencia),,Paternal,7,15
06/2020,Hurto (sin violencia),,Puerto Madero,1,1
06/2020,Hurto (sin violencia),,Recoleta,62,2
06/2020,Hurto (sin violencia),,Retiro,17,1
06/2020,Hurto (sin violencia),,Saavedra,14,12
06/2020,Hurto (sin violencia),,San Cristóbal,35,3
06/2020,Hurto (sin violencia),,San Nicolás,23,1
06/2020,Hurto (sin violencia),,San Telmo,4,1
06/2020,Hurto (sin violencia),,Vélez Sársfield,7,10
06/2020,Hurto (sin violencia),,Versalles,3,10
06/2020,Hurto (sin violencia),,Villa Crespo,41,15
06/2020,Hurto (sin violencia),,Villa Del Parque,25,11
06/2020,Hurto (sin violencia),,Villa Devoto,25,11
06/2020,Hurto (sin violencia),,Villa Gral. Mitre,15,11
06/2020,Hurto (sin violencia),,Villa Lugano,30,8
06/2020,Hurto (sin violencia),,Villa Luro,10,10
06/2020,Hurto (sin violencia),,Villa Ortuzar,11,15
06/2020,Hurto (sin violencia),,Villa Pueyrredón,14,12
06/2020,Hurto (sin violencia),,Villa Real,4,10
06/2020,Hurto (sin violencia),,Villa Riachuelo,7,8
06/2020,Hurto (sin violencia),,Villa Santa Rita,11,11
06/2020,Hurto (sin violencia),,Villa Soldati,21,8
06/2020,Hurto (sin violencia),,Villa Urquiza,21,12
06/2020,Hurto (sin violencia),Hurto Automotor,Agronomía,1,15
06/2020,Hurto (sin violencia),Hurto Automotor,Almagro,8,5
06/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,8,3
06/2020,Hurto (sin violencia),Hurto Automotor,Barracas,2,4
06/2020,Hurto (sin violencia),Hurto Automotor,Belgrano,2,13
06/2020,Hurto (sin violencia),Hurto Automotor,Boca,1,4
06/2020,Hurto (sin violencia),Hurto Automotor,Boedo,2,5
06/2020,Hurto (sin violencia),Hurto Automotor,Caballito,18,6
06/2020,Hurto (sin violencia),Hurto Automotor,Coghlan,3,12
06/2020,Hurto (sin violencia),Hurto Automotor,Colegiales,2,13
06/2020,Hurto (sin violencia),Hurto Automotor,Flores,12,7
